name,age,gender,Name Rank,Extraversion,Agreeableness,Conscientiousness,Emotional Stability,Openness to Experience,Run Number,Time Step,Response,slight_cough,cough_and_fever,Daily New Cases Day 4
Trent,37,1,0.502,0,0,1,0,0,1,19,1,0,0,0.012
Yanira,26,0,0.187,1,1,1,1,1,1,19,0,0,0,0.012
Gustavo,58,1,0.849,1,1,0,0,0,1,19,1,0,0,0.012
Jude,51,1,0.171,0,0,1,0,0,1,19,1,0,0,0.012
Mia,64,0,0.76,0,0,1,1,0,1,19,1,0,0,0.012
Rocio,56,0,0.766,1,1,0,0,0,1,19,1,0,0,0.012
Dwight,44,1,0.451,0,0,1,1,0,1,19,0,0,0,0.012
Mabel,21,0,0.292,1,1,1,1,0,1,19,0,0,0,0.012
Norman,53,1,0.574,0,1,1,1,0,1,19,0,0,0,0.012
Alfonso,28,1,0.763,0,1,0,0,1,1,19,0,0,0,0.012
Consuelo,32,0,0.496,0,1,1,1,1,1,19,0,0,0,0.012
Estela,26,0,0.683,0,0,0,1,1,1,19,1,0,1,0.012
Iliana,20,0,0.224,0,0,0,0,1,1,19,1,0,0,0.012
Derek,19,1,0.818,0,1,0,0,0,1,19,1,0,0,0.012
Ashley,27,0,0.99,1,1,0,1,1,1,19,0,0,0,0.012
Terri,49,0,0.749,0,1,0,0,1,1,19,1,0,0,0.012
Lizzie,37,0,0.19,1,0,1,1,0,1,19,1,0,0,0.012
Paula,51,0,0.903,1,0,1,1,0,1,19,1,0,0,0.012
Samir,33,1,0.4,1,1,0,1,1,1,19,0,0,0,0.012
Gretchen,20,0,0.329,1,1,0,1,1,1,19,0,0,0,0.012
Micheal,46,1,0.506,1,1,1,1,1,1,19,1,0,0,0.012
Colin,60,1,0.681,1,0,0,0,1,1,19,1,0,0,0.012
Fransisco,23,1,0.028,1,1,0,1,1,1,19,0,0,0,0.012
Joe,34,1,0.981,1,1,0,0,1,1,19,0,0,0,0.012
Bubba,30,1,0.001,0,1,0,0,1,1,19,0,0,0,0.012
Corinne,53,0,0.159,1,0,1,1,1,1,19,0,0,0,0.012
Candace,40,0,0.514,0,0,0,1,1,1,19,0,0,0,0.012
Marianne,41,0,0.423,0,0,0,0,1,1,19,1,0,0,0.012
Xavier,47,1,0.71,0,1,0,0,1,1,19,1,0,1,0.012
Angela,22,0,0.975,1,1,0,0,0,1,19,0,0,0,0.012
Joseph,62,1,0.968,0,0,0,1,0,1,19,1,0,0,0.012
Amy,25,0,0.979,1,1,0,1,1,1,19,0,0,0,0.012
Selena,21,0,0.475,1,0,1,0,0,1,19,0,0,0,0.012
Larissa,57,0,0.257,1,0,0,1,1,1,19,0,0,0,0.012
Bj,49,1,0.29,1,0,0,0,1,1,19,0,0,0,0.012
Marla,24,0,0.299,1,0,1,1,0,1,19,0,0,0,0.012
Douglas,29,1,0.771,0,1,1,0,1,1,19,1,0,0,0.012
Freddie,27,1,0.387,0,1,1,0,0,1,19,0,0,0,0.012
Priyanka,56,0,0.114,1,1,0,0,1,1,19,1,0,0,0.012
Jun,23,1,0.098,0,1,0,0,0,1,19,0,0,0,0.012
Luisa,29,0,0.7,1,1,1,1,0,1,19,0,0,0,0.012
Savannah,30,0,0.621,0,0,1,1,0,1,19,0,0,0,0.012
Lamar,64,0,0.231,1,1,1,1,0,1,19,0,0,0,0.012
Valerie,36,0,0.868,0,0,0,1,1,1,19,0,0,0,0.012
Rajesh,53,1,0.369,1,1,1,0,1,1,19,0,0,0,0.012
Perla,33,0,0.6,0,1,0,0,0,1,19,0,0,0,0.012
Jayson,24,1,0.296,1,1,1,0,0,1,19,1,0,0,0.012
Layla,57,0,0.24,0,0,0,1,1,1,19,0,0,0,0.012
Kathryn,60,0,0.693,0,0,0,0,1,1,19,1,0,0,0.012
Nicki,29,0,0.11,1,0,0,1,1,1,19,0,0,0,0.012
Nelson,21,1,0.812,0,1,0,0,1,1,19,0,0,0,0.012
Felix,35,1,0.805,1,1,0,0,0,1,19,1,0,0,0.012
Rebecca,63,0,0.944,0,1,1,0,0,1,19,1,0,0,0.012
Timmy,27,1,0.335,1,1,1,0,0,1,19,0,0,0,0.012
Andres,20,1,0.88,0,1,0,0,0,1,19,1,0,0,0.012
Chuy,32,1,0.575,0,0,1,0,1,1,19,0,0,0,0.012
Viviana,31,0,0.481,0,1,0,1,1,1,19,0,0,0,0.012
José Luis,49,1,0.06,0,1,0,0,0,1,19,0,0,0,0.012
Tori,57,0,0.591,0,0,0,0,1,1,19,1,0,0,0.012
Erika,63,0,0.925,0,0,0,1,1,1,19,0,0,0,0.012
Jessy,24,0,0.346,0,0,1,0,0,1,19,1,0,0,0.012
Ronaldo,41,1,0.281,0,0,1,1,1,1,19,1,1,0,0.012
Aisha,40,0,0.384,1,0,1,0,0,1,19,1,0,0,0.012
Laurel,33,0,0.214,0,0,0,1,1,1,19,0,0,0,0.012
Frederick,51,1,0.479,1,1,1,1,1,1,19,0,0,0,0.012
Alejandro,61,1,0.933,1,1,0,1,0,1,19,1,0,0,0.012
Ana,61,0,0.993,0,0,0,1,0,1,19,1,0,0,0.012
Johnny,25,1,0.877,1,0,1,0,0,1,19,0,0,0,0.012
Kenny,27,1,0.789,0,1,0,0,1,1,19,0,0,0,0.012
Karen,28,0,0.988,0,0,0,0,1,1,19,1,0,0,0.012
Lauren,60,0,0.961,0,0,0,0,1,1,19,1,0,0,0.012
Darin,62,1,0.218,1,0,1,0,1,1,19,0,0,0,0.012
Anahi,60,0,0.204,0,1,1,0,1,1,19,1,0,0,0.012
Rachelle,18,0,0.301,1,0,1,0,0,1,19,1,0,0,0.012
Kristen,33,0,0.847,0,0,1,1,0,1,19,1,0,0,0.012
Deepak,20,1,0.207,1,0,0,0,0,1,19,1,0,0,0.012
Zack,27,1,0.69,0,1,0,0,0,1,19,0,0,0,0.012
Erik,63,1,0.823,1,1,1,1,1,1,19,0,0,0,0.012
Amado,25,1,0.18,1,1,0,1,1,1,19,0,0,0,0.012
Debbie,54,0,0.943,0,1,1,1,1,1,19,1,0,0,0.012
Chance,33,1,0.36,1,1,1,0,1,1,19,1,0,1,0.012
Bri,29,0,0.336,0,0,1,1,0,1,19,0,0,0,0.012
Aditya,26,1,0.161,0,0,0,1,1,1,19,0,0,0,0.012
Becky,65,0,0.854,0,0,1,0,0,1,19,1,0,0,0.012
Richie,31,1,0.474,0,0,0,1,0,1,19,1,0,0,0.012
Victoria,23,0,0.949,1,1,1,1,1,1,19,0,0,0,0.012
Rosario,21,0,0.732,1,1,1,0,0,1,19,1,0,0,0.012
Suzy,42,0,0.232,1,1,1,0,0,1,19,0,0,0,0.012
Daphne,45,0,0.23,0,0,0,0,1,1,19,1,0,0,0.012
Suzie,25,0,0.093,1,0,1,1,0,1,19,0,0,0,0.012
Chava,39,1,0.093,0,1,0,1,0,1,19,0,0,0,0.012
Ursula,32,0,0.043,1,0,0,1,1,1,19,0,0,0,0.012
Courtney,51,0,0.894,0,0,1,1,1,1,19,0,0,0,0.012
Renato,44,1,0.227,1,0,1,1,0,1,19,1,0,0,0.012
Delores,48,0,0.079,0,0,0,0,0,1,19,1,0,0,0.012
Magaly,54,0,0.31,0,1,1,1,1,1,19,1,0,0,0.012
Ramona,36,0,0.584,1,0,1,0,0,1,19,1,0,0,0.012
Rex,29,1,0.282,0,0,0,0,0,1,19,1,0,0,0.012
Dewayne,51,1,0.138,1,0,1,1,0,1,19,1,0,0,0.012
Stella,23,0,0.557,1,1,1,0,0,1,19,0,0,0,0.012
Manny,22,1,0.737,1,0,0,0,0,1,19,0,0,0,0.012
Dakota,47,1,0.6,0,0,1,0,0,1,19,1,0,0,0.012
Rashad,40,1,0.01,0,1,0,0,1,1,19,0,0,0,0.012
Memo,19,1,0.16,1,0,0,0,1,1,19,0,0,0,0.012
Jess,61,0,0.715,1,1,1,0,0,1,19,1,0,0,0.012
Ronald,54,1,0.83,0,0,1,0,1,1,19,1,0,0,0.012
Jeff,51,1,0.961,0,0,0,0,0,1,19,1,0,0,0.012
Clint,20,1,0.494,1,0,0,1,0,1,19,0,0,0,0.012
Austin,54,1,0.882,1,0,1,1,0,1,19,1,0,0,0.012
Dianna,38,0,0.328,1,1,0,1,1,1,19,0,0,0,0.012
Debby,42,0,0.111,0,0,1,0,0,1,19,1,0,0,0.012
Juan Pablo,64,1,0.094,1,0,0,1,1,1,19,1,0,0,0.012
Alexander,55,1,0.887,0,0,1,0,1,1,19,1,0,1,0.012
Devon,65,1,0.66,1,0,1,1,1,1,19,1,0,0,0.012
Cody,21,1,0.84,1,1,1,1,1,1,19,0,0,0,0.012
Ian,61,1,0.816,1,0,0,1,0,1,19,1,0,0,0.012
Altagracia,48,0,0.084,0,1,1,0,1,1,19,0,0,0,0.012
Diamond,44,0,0.476,0,1,0,0,0,1,19,1,0,0,0.012
Franklin,24,1,0.657,0,1,1,1,1,1,19,0,0,0,0.012
Isaias,45,1,0.548,0,0,1,1,0,1,19,0,0,0,0.012
Aurelio,64,1,0.456,1,1,1,1,1,1,19,0,0,0,0.012
Keith,35,1,0.881,1,0,1,1,1,1,19,0,0,0,0.012
Gabe,44,1,0.626,0,0,1,1,0,1,19,0,0,0,0.012
Juan Jose,55,1,0.191,0,0,1,0,0,1,19,0,0,0,0.012
Erica,62,0,0.912,1,1,1,0,0,1,19,1,0,0,0.012
Marilyn,61,0,0.808,0,0,1,1,1,1,19,1,0,0,0.012
Leigh,57,0,0.358,0,1,0,1,0,1,19,1,0,0,0.012
Irving,45,1,0.175,1,1,1,1,1,1,19,0,0,0,0.012
Jesse,21,1,0.896,1,0,1,1,1,1,19,0,0,0,0.012
Lu,43,0,0.046,0,1,0,0,1,1,19,1,0,0,0.012
Vero,41,0,0.456,0,0,0,1,0,1,19,1,0,0,0.012
Estefania,31,0,0.001,1,0,0,1,1,1,19,0,0,0,0.012
Maritza,18,0,0.779,1,0,1,0,0,1,19,1,0,0,0.012
Xiomara,47,0,0.465,0,0,0,1,1,1,19,1,0,0,0.012
Liz,52,0,0.917,1,1,0,1,0,1,19,1,0,0,0.012
Ever,61,1,0.466,1,1,1,0,0,1,19,1,0,0,0.012
Dion,49,1,0.118,1,0,0,0,1,1,19,1,0,0,0.012
Jennifer,57,0,0.998,1,1,0,1,1,1,19,0,0,0,0.012
Heidi,46,0,0.783,1,0,0,0,0,1,19,1,0,0,0.012
Silvestre,60,1,0.007,0,1,0,1,0,1,19,1,0,0,0.012
Willie,45,1,0.734,1,0,0,0,0,1,19,1,0,0,0.012
Paco,21,1,0.519,0,0,0,0,0,1,19,1,0,0,0.012
Eugene,36,1,0.648,1,1,1,1,1,1,19,0,0,0,0.012
Adela,36,0,0.524,1,0,1,0,1,1,19,0,0,0,0.012
Maryann,55,0,0.374,0,1,0,0,1,1,19,1,0,0,0.012
Chase,18,1,0.698,0,1,0,1,1,1,19,0,0,0,0.012
Jr,59,1,0.327,0,1,1,0,0,1,19,0,0,0,0.012
Peter,34,1,0.93,0,1,0,1,0,1,19,0,0,0,0.012
Benny,30,1,0.589,1,1,0,0,0,1,19,1,0,0,0.012
Christie,28,0,0.447,1,1,0,0,0,1,19,1,0,0,0.012
Hernan,58,1,0.464,0,0,1,1,1,1,19,0,0,0,0.012
Chloe,21,0,0.639,0,1,1,1,1,1,19,0,0,0,0.012
Branden,42,1,0.131,0,0,0,1,1,1,19,0,0,0,0.012
Alan,54,1,0.87,1,1,0,0,1,1,19,0,0,0,0.012
Javi,40,1,0.365,0,0,1,1,0,1,19,1,0,0,0.012
Jorge Luis,50,1,0.141,0,1,0,0,1,1,19,0,0,0,0.012
Chino,26,1,0.303,0,1,0,1,0,1,19,0,0,0,0.012
Juana,21,0,0.833,1,1,1,0,0,1,19,1,0,0,0.012
Jasmine,51,0,0.901,1,0,0,1,0,1,19,0,0,0,0.012
Paul,25,1,0.975,1,1,0,0,0,1,19,1,0,0,0.012
Tiara,62,0,0.063,1,1,1,1,0,1,19,1,0,0,0.012
Cristy,32,0,0.182,1,0,1,1,1,1,19,0,0,0,0.012
Anna,36,0,0.97,1,1,0,0,1,1,19,0,0,0,0.012
Roderick,18,1,0.28,0,1,1,1,0,1,19,0,0,0,0.012
Joni,41,1,0.262,1,0,0,0,0,1,19,1,0,0,0.012
Blanca,22,0,0.91,1,1,0,1,1,1,19,0,0,0,0.012
Dennis,54,1,0.865,0,0,0,0,1,1,19,1,0,0,0.012
Alice,53,0,0.793,0,1,1,0,1,1,19,0,0,0,0.012
Tariq,59,1,0.101,0,0,1,1,1,1,19,1,0,0,0.012
Sol,48,0,0.311,1,0,1,1,0,1,19,1,0,0,0.012
Gabriella,63,0,0.474,0,0,1,0,1,1,19,1,0,0,0.012
Terry,36,1,0.878,0,0,1,0,1,1,19,0,0,0,0.012
Omar,55,1,0.915,1,0,0,0,1,1,19,0,0,0,0.012
Dominic,45,1,0.652,1,0,1,1,1,1,19,0,0,0,0.012
Ellen,62,0,0.778,0,1,1,1,0,1,19,1,0,0,0.012
Patsy,19,0,0.274,0,0,1,0,0,1,19,0,0,0,0.012
Hilario,22,1,0.24,1,0,1,1,0,1,19,0,0,0,0.012
Rich,54,1,0.759,0,0,1,1,0,1,19,1,0,0,0.012
Gino,18,1,0.204,1,0,1,0,0,1,19,1,0,0,0.012
Ramon,32,1,0.866,0,1,1,0,0,1,19,0,0,0,0.012
Dany,46,1,0.462,0,1,0,1,1,1,19,0,0,0,0.012
Alonzo,52,1,0.354,1,1,1,1,0,1,19,0,0,0,0.012
Renee,61,0,0.843,1,0,0,0,1,1,19,0,0,0,0.012
Kendall,33,1,0.541,1,1,0,1,1,1,19,0,0,0,0.012
Damon,57,1,0.515,1,1,1,0,1,1,19,0,0,0,0.012
Eleazar,45,1,0.301,0,1,0,1,1,1,19,0,0,0,0.012
Vinny,28,1,0.265,1,1,1,1,1,1,19,0,0,0,0.012
Josiah,42,1,0.333,1,1,0,1,0,1,19,1,0,0,0.012
Fred,61,1,0.794,0,0,0,0,1,1,19,1,0,0,0.012
Alexis,30,1,0.897,1,0,1,0,1,1,19,0,0,0,0.012
Ashleigh,64,0,0.207,0,1,1,1,0,1,19,1,0,0,0.012
Conner,54,1,0.174,0,1,0,1,0,1,19,1,1,0,0.012
Meredith,62,0,0.542,1,1,0,0,1,1,19,1,0,0,0.012
Sheri,35,0,0.483,1,0,1,1,1,1,19,0,0,0,0.012
Mary Ann,39,0,0.287,0,0,0,1,0,1,19,1,0,0,0.012
Quincy,32,1,0.114,0,0,1,0,0,1,19,1,0,0,0.012
Raven,23,0,0.33,0,1,0,0,1,1,19,0,0,0,0.012
Bree,36,0,0.196,1,1,1,0,1,1,19,0,0,0,0.012
Reinaldo,59,1,0.238,0,0,1,0,1,1,19,1,0,0,0.012
Steven,43,1,0.953,0,0,0,0,1,1,19,0,0,0,0.012
Faye,25,0,0.259,1,1,0,0,0,1,19,0,0,0,0.012
Paige,56,0,0.705,0,1,1,1,1,1,19,0,0,0,0.012
Jocelyn,31,0,0.672,0,1,1,0,1,1,19,0,0,0,0.012
Josefina,36,0,0.697,1,0,0,1,1,1,19,0,0,0,0.012
Cali,36,1,0.018,1,0,0,1,1,1,19,0,0,0,0.012
Madi,50,1,0.09,0,0,1,1,1,1,19,0,0,0,0.012
Elida,57,0,0.206,1,1,1,0,1,1,19,1,0,0,0.012
Bee,34,0,0.113,0,0,0,1,0,1,19,0,0,0,0.012
Evan,21,1,0.783,0,0,0,1,0,1,19,0,0,0,0.012
Francisco,62,1,0.956,0,1,0,1,0,1,19,1,0,0,0.012
Holly,64,0,0.803,0,0,0,1,0,1,19,1,0,0,0.012
Mariano,36,1,0.493,0,1,0,1,1,1,19,0,0,0,0.012
Ashton,59,1,0.411,0,1,0,0,0,1,19,1,0,0,0.012
Geo,61,1,0.111,0,0,0,0,0,1,19,1,0,0,0.012
Claudia,46,0,0.962,0,1,1,1,1,1,19,0,0,0,0.012
Carlitos,28,1,0.179,0,1,1,0,0,1,19,1,0,0,0.012
Elisa,54,0,0.67,1,0,0,1,1,1,19,0,0,0,0.012
Rosemary,29,0,0.597,1,0,1,1,0,1,19,0,0,0,0.012
Mallory,41,0,0.348,0,1,1,1,1,1,19,0,0,0,0.012
Faith,39,0,0.638,1,1,0,0,1,1,19,0,0,0,0.012
Ester,60,0,0.146,1,0,1,0,1,1,19,0,0,0,0.012
Claude,30,1,0.243,1,1,0,1,1,1,19,0,0,0,0.012
Callie,45,0,0.061,1,0,0,1,1,1,19,0,0,0,0.012
Genaro,43,1,0.463,0,1,1,1,1,1,19,0,0,0,0.012
Samantha,47,0,0.956,1,0,0,1,1,1,19,0,0,0,0.012
Manolo,43,1,0.058,0,0,0,0,1,1,19,1,0,0,0.012
Krista,20,0,0.544,1,0,1,1,0,1,19,0,0,0,0.012
Louie,63,1,0.418,1,0,1,0,1,1,19,0,0,0,0.012
Jose,40,1,1,1,0,1,1,1,1,19,0,0,0,0.012
German,42,1,0.686,1,1,0,0,1,1,19,0,0,0,0.012
Mason,37,1,0.638,1,1,0,1,0,1,19,0,0,0,0.012
Marcella,32,0,0.026,0,1,0,0,0,1,19,0,0,0,0.012
Frances,34,0,0.665,0,0,0,0,0,1,19,1,0,0,0.012
Gladis,51,0,0.235,1,1,1,1,1,1,19,0,0,0,0.012
Wade,50,1,0.473,0,0,1,1,1,1,19,0,0,0,0.012
Reese,60,1,0.046,1,1,1,1,1,1,19,0,0,0,0.012
Lindsey,39,0,0.772,0,1,1,0,0,1,19,1,0,0,0.012
Mindy,45,0,0.523,1,0,1,0,1,1,19,0,0,0,0.012
Joanna,31,0,0.744,1,0,1,1,0,1,19,0,0,0,0.012
Lalo,41,1,0.596,1,1,1,0,0,1,19,1,0,0,0.012
Janette,40,0,0.253,1,1,1,1,0,1,19,1,1,0,0.012
Josie,36,0,0.579,0,0,1,1,1,1,19,0,0,0,0.012
Elise,49,0,0.434,1,1,1,1,0,1,19,0,0,0,0.012
Ricardo,36,1,0.934,0,1,0,0,1,1,19,0,0,0,0.012
Patricio,20,1,0.355,0,0,0,1,1,1,19,0,0,0,0.012
Chandler,22,1,0.319,1,1,0,0,1,1,19,0,0,0,0.012
Markus,56,1,0.019,1,0,0,0,1,1,19,1,0,0,0.012
Anabel,23,0,0.372,0,1,1,0,0,1,19,0,0,0,0.012
Marcel,50,1,0.294,0,0,1,1,1,1,19,0,0,0,0.012
Wilber,59,1,0.057,1,0,0,1,1,1,19,1,0,0,0.012
Blaine,52,1,0.082,0,0,1,0,0,1,19,1,0,0,0.012
Summer,46,0,0.511,1,1,0,1,0,1,19,0,0,0,0.012
Nadia,63,0,0.702,1,1,0,1,0,1,19,1,0,0,0.012
Rodrigo,44,1,0.764,0,0,1,1,0,1,19,1,0,0,0.012
Tracy,46,0,0.896,0,0,0,0,0,1,19,1,0,0,0.012
Clemente,42,1,0.073,1,1,0,0,1,1,19,1,1,0,0.012
Gio,61,1,0.347,1,1,0,1,1,1,19,0,0,0,0.012
Annette,33,0,0.737,1,0,0,0,0,1,19,1,0,0,0.012
Conor,38,1,0.156,1,0,1,1,0,1,19,1,0,0,0.012
Rose,65,0,0.886,1,1,1,1,0,1,19,1,0,0,0.012
Amilcar,22,1,0.237,0,0,1,1,0,1,19,0,0,0,0.012
Larry,56,1,0.898,0,1,1,0,0,1,19,0,0,0,0.012
Connor,23,1,0.699,0,0,0,0,0,1,19,1,0,0,0.012
Albert,21,1,0.796,1,1,0,0,1,1,19,0,0,0,0.012
Desiree,37,0,0.624,1,1,1,1,0,1,19,0,0,0,0.012
Fabiola,36,0,0.609,0,0,0,0,0,1,19,1,0,0,0.012
Oralia,21,0,0.065,0,1,1,1,0,1,19,0,0,0,0.012
Star,40,1,0.312,0,1,1,0,0,1,19,0,0,0,0.012
Oscar,51,1,0.955,0,1,1,1,1,1,19,0,0,0,0.012
Misty,57,0,0.55,0,1,1,1,1,1,19,0,0,0,0.012
Eliana,21,0,0.178,0,0,0,0,1,1,19,1,0,0,0.012
Tami,61,0,0.443,0,1,1,1,1,1,19,0,0,0,0.012
Chelsey,40,0,0.117,1,0,1,1,0,1,19,1,0,0,0.012
Prince,63,1,0.561,1,0,1,0,0,1,19,1,0,0,0.012
Nino,35,1,0.049,1,1,1,1,1,1,19,0,0,0,0.012
Cristian,23,1,0.801,1,1,0,1,1,1,19,0,0,0,0.012
Ramirez,62,1,0.083,0,1,0,0,1,1,19,1,0,0,0.012
Talia,52,0,0.072,0,1,0,0,0,1,19,1,0,0,0.012
Quinn,41,1,0.305,0,0,1,0,1,1,19,0,0,0,0.012
Tere,43,0,0.516,0,1,0,1,0,1,19,1,0,0,0.012
Marc,28,1,0.799,0,1,0,0,1,1,19,0,0,0,0.012
Lucky,55,1,0.162,1,1,1,0,0,1,19,1,0,0,0.012
Wally,35,1,0.105,1,0,0,0,0,1,19,0,0,0,0.012
Uriel,33,1,0.562,1,0,0,1,1,1,19,0,0,0,0.012
Evelyn,33,0,0.873,0,1,0,1,0,1,19,0,0,0,0.012
Allie,27,0,0.583,1,1,1,1,1,1,19,0,0,0,0.012
Jhonny,46,1,0.184,0,1,1,0,1,1,19,0,0,0,0.012
Susan,57,0,0.977,1,0,0,1,1,1,19,0,0,0,0.012
Rafael,63,1,0.92,0,0,0,1,0,1,19,1,0,0,0.012
Kyra,20,0,0.041,0,1,1,1,0,1,19,0,0,0,0.012
Daniella,27,0,0.323,0,1,1,0,1,1,19,0,0,0,0.012
Rosalia,27,0,0.062,1,0,0,0,1,1,19,0,0,0,0.012
Lili,32,0,0.488,0,0,1,1,0,1,19,0,0,0,0.012
Jonah,43,1,0.31,0,0,1,0,0,1,19,1,0,0,0.012
Lewis,36,1,0.435,0,1,1,1,0,1,19,0,0,0,0.012
Aurora,46,0,0.601,1,1,0,1,1,1,19,0,0,0,0.012
Gaurav,59,1,0.069,1,0,0,1,0,1,19,1,0,0,0.012
Kristy,29,0,0.568,0,1,0,0,1,1,19,0,0,0,0.012
Vicky,65,0,0.781,1,1,0,1,0,1,19,1,0,0,0.012
Gina,64,0,0.884,0,0,0,1,0,1,19,1,0,0,0.012
Alvaro,40,1,0.722,1,0,0,1,1,1,19,0,0,0,0.012
Jo,54,0,0.66,1,0,0,1,1,1,19,1,0,0,0.012
Tino,44,1,0.346,0,0,1,1,1,1,19,0,0,0,0.012
Milagros,56,0,0.436,0,1,0,1,0,1,19,0,0,0,0.012
Jacques,36,1,0.158,1,1,0,1,1,1,19,0,0,0,0.012
Sofia,47,0,0.792,1,1,0,0,1,1,19,0,0,0,0.012
Giselle,20,0,0.46,1,0,0,0,1,1,19,0,0,0,0.012
Rodney,45,1,0.719,0,0,0,0,1,1,19,1,0,0,0.012
Hope,32,0,0.561,0,1,1,0,0,1,19,0,0,0,0.012
Rosemarie,35,0,0.183,0,1,1,1,0,1,19,1,0,0,0.012
Molly,25,0,0.787,0,0,0,0,0,1,19,1,0,0,0.012
Nathan,31,1,0.885,1,1,1,1,1,1,19,0,0,0,0.012
Marion,51,0,0.362,0,1,0,1,1,1,19,0,0,0,0.012
Yamileth,47,0,0.068,1,1,1,1,0,1,19,1,0,1,0.012
Dianne,42,0,0.525,0,1,0,1,1,1,19,0,0,0,0.012
Payton,21,0,0.108,1,0,1,1,1,1,19,0,0,0,0.012
Paloma,45,0,0.271,0,1,1,0,0,1,19,1,0,0,0.012
Kelly,43,0,0.971,1,1,0,1,0,1,19,1,0,0,0.012
Nicolas,37,1,0.717,1,0,0,1,1,1,19,0,0,0,0.012
Lamont,25,1,0.198,1,0,1,1,0,1,19,0,0,0,0.012
Gregg,49,1,0.393,1,0,1,1,0,1,19,0,0,0,0.012
Breanna,50,0,0.445,0,1,0,0,1,1,19,1,0,0,0.012
Britney,24,0,0.273,0,0,0,1,1,1,19,0,0,0,0.012
Christina,21,0,0.951,0,1,1,1,1,1,19,0,0,0,0.012
Natalie,50,0,0.918,1,0,1,1,1,1,19,1,0,0,0.012
Chrissy,46,0,0.411,0,1,0,1,1,1,19,0,0,0,0.012
Sabrina,59,0,0.813,0,1,0,0,0,1,19,0,0,0,0.012
Tatiana,59,0,0.671,1,0,0,0,0,1,19,1,0,0,0.012
Coco,28,0,0.075,0,1,1,1,0,1,19,1,0,1,0.012
Luke,39,1,0.79,1,1,0,0,1,1,19,0,0,0,0.012
Alessandra,20,0,0.019,0,0,0,0,0,1,19,1,0,0,0.012
Erwin,50,1,0.078,1,0,1,0,0,1,19,1,0,0,0.012
Chris,63,1,0.993,0,1,1,0,1,1,19,0,0,0,0.012
Dorothy,47,0,0.701,1,1,0,1,1,1,19,0,0,0,0.012
Avery,60,1,0.477,1,1,1,1,0,1,19,1,0,0,0.012
Phil,56,1,0.741,1,0,1,0,0,1,19,1,0,0,0.012
Clarence,58,1,0.459,1,1,0,0,0,1,19,1,0,0,0.012
Hugh,45,1,0.287,0,1,1,0,0,1,19,1,0,0,0.012
Charly,47,1,0.309,0,1,0,0,1,1,19,0,0,0,0.012
Jenni,39,0,0.319,0,1,0,0,1,1,19,1,0,0,0.012
Mila,50,0,0.076,0,0,0,1,0,1,19,0,0,0,0.012
Melisa,34,0,0.199,0,1,1,1,1,1,19,0,0,0,0.012
Ann,28,0,0.898,0,0,0,1,0,1,19,0,0,0,0.012
Cassidy,52,0,0.285,1,1,1,1,1,1,19,0,0,0,0.012
Mona,43,0,0.631,1,0,1,1,0,1,19,1,0,0,0.012
Adam,38,1,0.946,1,1,1,0,1,1,19,0,0,0,0.012
Misael,55,1,0.557,1,1,0,0,0,1,19,1,0,0,0.012
Kristian,65,1,0.169,0,0,0,1,1,1,19,1,0,0,0.012
Bobby,41,1,0.848,1,0,1,0,1,1,19,0,0,0,0.012
Rakesh,28,1,0.163,1,0,0,0,1,1,19,1,0,0,0.012
Micaela,62,0,0.213,0,0,1,1,1,1,19,1,0,0,0.012
Ale,59,0,0.527,0,1,0,1,0,1,19,1,0,0,0.012
Elaine,33,0,0.784,1,1,0,1,0,1,19,1,0,0,0.012
Logan,40,1,0.756,0,1,1,1,0,1,19,0,0,0,0.012
Brady,60,1,0.471,1,0,1,0,1,1,19,0,0,0,0.012
Esther,46,0,0.845,0,1,0,0,1,1,19,0,0,0,0.012
Itzel,64,0,0.2,1,1,0,0,0,1,19,1,0,0,0.012
Angel,49,1,0.974,1,0,1,0,1,1,19,0,0,0,0.012
Fabio,58,1,0.373,0,1,1,1,0,1,19,1,0,0,0.012
Vanessa,22,0,0.95,1,1,0,1,0,1,19,0,0,0,0.012
Charlotte,33,0,0.686,0,0,1,1,0,1,19,0,0,0,0.012
Cat,38,0,0.246,0,1,0,1,1,1,19,1,0,0,0.012
Kelli,53,0,0.54,1,1,0,1,1,1,19,0,0,0,0.012
Bridgette,52,0,0.053,0,0,0,1,1,1,19,0,0,0,0.012
Yolanda,43,0,0.913,1,1,0,0,0,1,19,1,0,0,0.012
Ingrid,49,0,0.676,0,0,1,1,0,1,19,1,0,1,0.012
Becca,21,0,0.594,0,0,1,1,1,1,19,0,0,0,0.012
Roxanne,59,0,0.472,0,1,0,0,0,1,19,0,0,0,0.012
Lopez,35,1,0.448,0,1,1,0,1,1,19,1,0,0,0.012
Vicente,31,1,0.696,0,0,0,1,0,1,20,0,0,0,0.006
Alba,19,0,0.559,1,0,0,1,0,1,20,0,0,0,0.006
Emma,59,0,0.905,1,0,1,1,0,1,20,0,0,0,0.006
Patty,59,0,0.861,0,0,0,1,1,1,20,0,0,0,0.006
Constance,51,0,0.069,0,0,0,1,1,1,20,0,0,0,0.006
Pam,30,0,0.822,0,1,0,1,0,1,20,0,0,0,0.006
Miguel Angel,32,1,0.481,0,0,0,0,0,1,20,1,0,0,0.006
Harold,47,1,0.667,0,0,1,1,0,1,20,1,0,0,0.006
Ajay,35,1,0.331,1,0,1,1,0,1,20,0,0,0,0.006
